timestamp,structure_id,sensor_id,location,stress_MPa,strain_microstrain,vibration_m_s2,crack_length_mm,temperature_C,humidity_pct,moisture_pct,permeability_e_minus12_m2,corrosion_rate_mm_per_yr,battery_voltage,signal_strength_dBm,status_flag,anomaly
2025-02-26 02:50:43.744374528,BRG-016,NODE-0040,midspan,20.584,284.1,0.3926,0.334,20.45,48.11,3.157,0.9244,0.2183,4.153,-53.3,ok,False
2025-09-07 22:30:38.343834368,BRG-004,NODE-0045,column,24.47,437.23,0.7049,0.099,8.04,48.43,2.527,1.0695,0.0659,3.274,-59.8,ok,False
2025-03-10 09:35:41.854185216,BRG-005,NODE-0025,support,8.205,488.67,0.1869,0.116,11.58,30.91,2.54,0.6745,0.0485,4.064,-51.2,ok,False
2025-09-25 08:09:08.694869504,BRG-016,NODE-0026,midspan,10.162,430.66,0.0436,0.073,8.4,68.51,2.634,1.1206,0.0779,3.08,-51.3,ok,False
2024-11-11 00:40:06.480647936,BRG-007,NODE-0016,midspan,22.781,139.44,0.2775,0.074,13.58,24.35,1.938,1.297,0.2076,4.084,-85.2,ok,False
2025-07-20 06:04:17.065706496,BRG-015,NODE-0063,beam,10.05,124.95,0.3009,0.136,22.52,38.37,1.535,1.3616,0.122,3.405,-83.8,ok,False
2025-05-15 03:01:57.731773184,BRG-014,NODE-0002,midspan,15.201,187.84,0.306,0.019,24.73,65.73,1.35,0.7291,0.0836,3.686,-85.4,ok,False
2025-08-13 09:58:09.828982784,BRG-020,NODE-0100,midspan,12.2,304.05,0.5182,0.052,18.7,28.26,1.991,1.0399,0.1312,4.132,-71.2,ok,False
2024-09-06 08:11:26.948695040,BRG-020,NODE-0009,column,5.838,324.73,0.319,0.376,20.93,69.09,2.019,1.0034,0.0514,4.138,-85.8,maintenance_needed,False
2024-12-09 15:08:13.609360896,BRG-010,NODE-0100,deck,9.054,529.26,0.1337,0.022,18.99,49.29,0.986,1.2174,0.0805,3.597,-79.7,ok,False
2025-02-25 12:26:38.559855872,BRG-019,NODE-0075,foundation,4.897,519.66,0.0279,0.328,27.61,41.75,2.612,0.7737,0.1119,4.113,-73.0,maintenance_needed,False
2025-03-10 11:30:54.545454592,BRG-011,NODE-0069,deck,23.323,337.61,0.5055,0.061,18.75,29.82,2.298,0.8705,0.1141,3.699,-51.5,ok,False
2025-07-23 15:40:46.444644352,BRG-002,NODE-0039,foundation,24.436,127.55,0.2603,0.062,26.07,28.81,2.541,1.159,0.0869,3.395,-82.2,ok,False
2025-01-04 23:50:25.382538240,BRG-007,NODE-0080,support,13.553,365.37,0.1623,0.075,3.91,59.44,1.756,0.9003,0.0069,3.064,-62.8,ok,False
2025-04-05 01:58:35.751575296,BRG-018,NODE-0004,support,10.592,153.43,0.5224,0.012,3.0,35.46,2.171,0.8569,0.0939,3.181,-51.1,ok,False
2024-09-03 12:59:02.754275328,BRG-009,NODE-0074,support,13.862,217.16,0.5874,0.29,20.97,77.85,2.41,1.0724,0.0602,3.878,-62.9,ok,False
2025-01-30 10:27:41.206120704,BRG-018,NODE-0006,deck,21.804,448.49,0.3469,0.483,14.68,66.8,2.435,0.8594,0.0531,3.987,-76.1,ok,False
2025-05-16 17:26:11.557155584,BRG-013,NODE-0051,support,11.82,386.42,0.2029,0.005,24.83,74.13,1.918,1.0662,0.0353,3.388,-84.7,ok,False
2025-04-03 09:39:09.234923520,BRG-014,NODE-0096,column,20.283,420.81,0.501,0.049,6.88,34.72,2.294,0.9342,0.2078,3.086,-58.9,ok,False
2024-08-25 21:36:12.097209600,BRG-007,NODE-0002,deck,11.777,375.75,0.1855,0.096,16.2,66.2,2.666,1.0285,0.0395,3.398,-55.2,ok,False
2025-07-25 00:19:22.196219648,BRG-003,NODE-0073,midspan,19.497,192.55,0.0268,0.083,21.82,37.65,1.708,1.0621,0.0731,3.902,-51.2,ok,False
2024-10-24 00:37:30.945094656,BRG-009,NODE-0026,foundation,12.241,101.19,0.2572,0.151,0.6,31.13,1.53,1.3216,0.0752,3.267,-66.3,ok,False
2025-09-01 05:12:52.277227520,BRG-002,NODE-0036,abutment,11.392,299.78,0.2583,0.063,9.58,45.74,2.364,1.3006,0.172,3.132,-89.2,ok,False
2024-08-26 01:26:37.479748096,BRG-005,NODE-0042,foundation,53.68349590209229,518.82,0.3674,0.13,17.6,70.88,2.292,0.9199,0.0347,3.762,-66.9,ok,True
2025-03-05 06:42:09.612961280,BRG-013,NODE-0046,support,5.968,411.27,0.6718,0.198,22.7,40.4,2.555,0.7603,0.0666,3.141,-79.6,ok,False
2025-01-10 02:43:57.623762432,BRG-012,NODE-0025,column,21.651,244.93,0.5333,0.18,2.58,67.25,1.66,1.0097,0.0464,3.103,-78.9,ok,False
2024-11-02 21:46:08.316831488,BRG-001,NODE-0035,support,10.652,293.58,0.12,0.055,3.75,31.19,1.944,1.2113,0.0857,3.698,-67.6,maintenance_needed,False
2024-11-24 16:03:40.342034176,BRG-004,NODE-0014,foundation,6.893,149.49,0.3318,0.09,25.04,38.01,1.533,1.2234,0.0756,3.853,-77.7,ok,False
2025-01-20 10:26:14.797479680,BRG-007,NODE-0050,foundation,8.141,336.36,0.0069,0.391,4.96,65.55,1.906,0.9628,0.0469,3.927,-65.3,ok,False
2025-07-21 21:26:07.236723712,BRG-008,NODE-0031,deck,18.885,471.31,0.3942,0.051,27.4,32.65,1.286,1.1878,0.1388,3.328,-79.8,ok,False
2025-03-12 05:45:33.753375232,BRG-002,NODE-0083,support,23.859,287.53,0.231,0.06,15.62,34.71,2.382,0.6902,0.1463,3.667,-67.1,ok,False
2025-07-15 14:42:00.972097280,BRG-009,NODE-0081,foundation,17.821,458.74,0.631,0.245,19.93,43.9,1.242,1.0041,0.0795,4.096,-85.2,sensor_fault,True
2024-12-23 19:00:39.963996416,BRG-014,NODE-0081,column,21.463,274.03,0.009,0.036,12.35,59.97,1.926,0.9308,0.0042,3.794,-58.1,ok,False
2025-07-08 01:14:31.647164928,BRG-008,NODE-0030,foundation,23.138,226.48,0.018,0.412,14.24,45.22,1.562,1.2402,0.1108,3.989,-54.1,ok,False
2024-12-24 01:43:54.383438336,BRG-020,NODE-0084,midspan,15.228,507.16,0.2252,0.071,14.6,57.74,1.178,1.2054,-0.0023,3.668,-88.4,ok,False
2025-09-14 17:43:37.101710080,BRG-002,NODE-0093,support,20.984,422.98,0.0605,0.031,6.64,50.02,2.737,1.0317,0.1715,3.253,-51.3,ok,False
2024-12-04 07:26:39.639964160,BRG-006,NODE-0049,column,11.819,108.15,0.1605,0.015,24.9,43.52,1.702,1.2025,0.1285,3.441,-81.7,ok,False
2024-12-06 04:34:07.884788480,BRG-015,NODE-0034,column,22.587,481.66,0.0119,0.064,26.58,40.55,1.879,1.0515,0.1184,4.079,-56.8,ok,False
2024-10-11 00:35:38.613861376,BRG-018,NODE-0051,column,13.263,327.29,0.2365,0.467,16.91,42.92,2.046,1.1936,0.0353,3.015,-62.3,ok,False
2025-07-09 04:07:29.324932608,BRG-012,NODE-0066,abutment,6.694,178.56,0.0645,0.381,9.78,43.71,1.483,1.2436,0.1393,4.074,-61.1,ok,False
2025-04-24 14:30:12.421242112,BRG-011,NODE-0010,abutment,19.834,493.39,0.5594,0.079,11.74,45.84,1.967,0.6955,0.0986,3.384,-59.8,ok,False
2024-08-28 18:43:48.982898176,BRG-004,NODE-0058,midspan,5.177,418.24,0.5397,0.121,16.83,66.59,2.299,0.8823,0.1506,3.979,-74.9,ok,False
2024-10-16 02:31:34.509451008,BRG-005,NODE-0006,foundation,21.994,317.62,0.2958,0.383,4.54,34.86,2.151,1.2011,0.157,3.907,-85.4,ok,False
2025-07-18 00:18:21.710170880,BRG-010,NODE-0023,column,20.931,561.11,0.3807,0.167,19.99,42.58,1.797,1.1189,0.0674,3.067,-73.7,ok,False
2024-12-12 15:08:39.531953152,BRG-007,NODE-0065,foundation,19.561,114.09,0.5014,0.012,21.68,49.42,1.415,1.2622,0.1394,3.159,-69.2,ok,False
2025-09-18 15:48:58.973897472,BRG-019,NODE-0043,column,15.702,339.17,0.2809,0.058,11.15,60.82,2.854,1.022,0.0947,3.549,-83.7,sensor_fault,True
2025-04-30 18:21:29.648964864,BRG-014,NODE-0021,beam,7.031,286.9,0.6233,0.068,22.6,54.38,2.144,1.0397,0.2016,3.129,-69.2,ok,False
2024-12-17 13:14:10.045004544,BRG-014,NODE-0022,support,23.706,172.99,0.3776,0.021,15.98,52.54,13.3535001132265,0.9624,-0.0058,4.023,-61.9,ok,True
2025-03-25 10:35:27.812781312,BRG-012,NODE-0037,column,12.748,185.97,0.2901,0.013,5.89,30.11,2.043,0.8311,0.0971,3.732,-72.8,ok,False
2024-09-25 11:07:00.162016256,BRG-009,NODE-0015,deck,19.178,465.3,0.4349,0.532,22.64,64.42,2.308,1.0896,0.0479,3.602,-63.1,ok,False
2025-01-14 07:32:33.915391488,BRG-017,NODE-0067,midspan,9.236,390.33,0.3837,0.235,6.66,73.34,2.304,1.0643,0.0671,3.541,-63.0,ok,False
2024-12-18 06:31:04.266426624,BRG-011,NODE-0022,column,10.99,458.33,0.6736,0.094,21.56,54.1,1.556,1.1499,0.181,3.097,-58.1,ok,False
2024-12-19 14:12:03.672367360,BRG-011,NODE-0048,foundation,15.999,139.43,0.19,0.079,16.69,65.91,1.76,0.9774,0.0472,3.963,-71.8,ok,False
2025-07-17 15:39:54.599459840,BRG-001,NODE-0044,support,24.645,433.29,0.2442,0.193,20.7,39.29,1.716,1.3922,0.0609,3.003,-58.2,ok,False
2024-10-02 08:15:11.611161344,BRG-005,NODE-0062,foundation,5.387,103.82,0.5515,0.541,10.94,65.42,2.465,1.0331,0.1627,3.858,-54.5,ok,False
2025-05-19 00:09:43.258325760,BRG-005,NODE-0017,support,12.323,247.82,0.4116,0.044,26.33,63.55,1.725,1.1001,0.1057,3.986,-73.0,ok,False
2025-08-02 12:49:23.816381696,BRG-002,NODE-0078,column,22.111,557.88,0.2231,0.006,25.7,28.96,1.362,1.3081,0.1275,3.856,-72.8,ok,False
2024-11-13 07:23:38.181818368,BRG-012,NODE-0008,beam,20.013,97.28,0.1623,0.099,22.47,26.98,1.631,1.3286,0.1122,3.205,-86.7,ok,False
2025-08-21 16:42:33.375337728,BRG-008,NODE-0048,foundation,11.207,531.42,0.1571,0.062,15.68,30.29,2.328,1.1773,0.0854,3.869,-56.5,ok,False
2024-10-01 14:00:41.044104448,BRG-015,NODE-0013,support,8.195,330.47,0.3363,0.517,18.92,63.79,2.227,1.36,0.1867,3.911,-78.6,ok,False
2025-03-26 21:09:16.255625472,BRG-014,NODE-0006,deck,8.817,77.56,0.212,0.016,6.11,34.07,2.751,0.6733,0.1465,3.109,-82.8,ok,False
2025-01-25 19:05:25.112511232,BRG-014,NODE-0012,deck,14.456,357.36,0.0295,0.442,11.79,72.25,2.792,0.7902,0.1263,3.329,-64.9,ok,False
2025-04-15 23:07:21.764176384,BRG-014,NODE-0057,abutment,23.179,157.59,0.2291,0.089,9.02,34.09,2.483,0.7484,0.1314,3.598,-55.0,ok,False
2024-12-28 07:30:07.020702208,BRG-016,NODE-0084,deck,23.104,115.9,0.1271,0.015,13.13,65.53,1.448,1.0286,0.0646,3.553,-58.5,ok,False
2025-01-03 17:07:02.322232320,BRG-007,NODE-0100,column,23.926,185.55,0.0168,0.03,2.74,67.49,1.989,0.9571,0.018,3.717,-61.6,ok,False
2024-12-22 18:02:54.977497856,BRG-005,NODE-0087,foundation,20.828,300.7,0.11,0.082,12.06,52.51,2.041,1.0233,0.0885,3.719,-50.9,ok,False
2025-08-19 13:49:27.056705792,BRG-017,NODE-0093,support,13.403,305.39,0.4947,0.081,13.78,40.26,1.794,1.2201,0.1347,3.273,-64.1,ok,False
2025-07-01 07:56:45.580558080,BRG-002,NODE-0040,midspan,12.555,419.64,0.1287,0.464,6.45,48.09,1.118,1.211,0.1224,3.403,-77.4,ok,False
2025-06-18 01:11:38.829883136,BRG-015,NODE-0092,foundation,19.485,127.78,0.4692,0.527,4.92,64.26,1.43,1.2864,0.1147,3.962,-78.5,ok,False
2025-07-08 05:04:57.029702912,BRG-012,NODE-0086,abutment,17.944,136.71,0.1125,0.418,12.84,50.4,1.423,1.3219,0.1208,3.759,-81.3,ok,False
2025-08-29 01:22:00.972097280,BRG-009,NODE-0071,column,15.353,362.34,0.2129,0.021,8.67,35.49,2.82,1.0166,0.1417,3.342,-85.7,ok,False
2024-10-05 17:51:40.990098944,BRG-020,NODE-0062,beam,13.206,268.85,0.4018,0.502,18.38,58.92,1.874,1.2533,0.2062,3.405,-69.6,ok,False
2024-12-28 16:08:34.131413248,BRG-004,NODE-0011,midspan,6.125,321.9,0.0157,0.053,11.05,60.52,1.431,1.1316,0.0415,3.651,-75.7,ok,False
2025-01-22 23:53:00.918091776,BRG-017,NODE-0028,beam,23.2,248.79,0.0195,0.45,10.26,62.34,1.963,0.7854,0.1058,3.849,-74.6,ok,False
2025-08-27 02:19:20.036003584,BRG-005,NODE-0048,beam,17.226,160.82,0.2949,0.083,10.7,42.37,2.037,1.0682,0.1999,4.186,-84.9,ok,False
2025-07-03 12:45:04.590459136,BRG-020,NODE-0066,support,22.894,118.14,0.2901,0.47,12.02,45.0,0.94,1.0548,0.0792,3.223,-72.1,ok,False
2025-06-22 02:09:49.738973952,BRG-013,NODE-0032,midspan,13.163,115.57,0.2477,0.53,11.33,58.41,1.426,1.1662,0.0749,3.344,-53.3,ok,False
2025-06-09 18:27:15.283528448,BRG-015,NODE-0061,support,7.801,383.05,0.0319,0.504,9.95,71.38,1.49,1.0731,0.0743,4.125,-85.2,sensor_fault,True
2024-09-24 01:30:48.064806400,BRG-007,NODE-0068,midspan,11.34,436.39,0.2706,0.541,21.36,68.97,2.062,1.0218,0.1154,3.124,-84.8,maintenance_needed,False
2025-03-13 06:43:18.739873792,BRG-017,NODE-0097,deck,11.144,536.7,0.4397,0.052,15.29,28.58,2.51,0.8741,0.0494,3.259,-81.9,ok,False
2025-03-08 15:21:02.646264576,BRG-004,NODE-0018,deck,12.589,140.72,0.6151,0.128,17.07,41.35,2.637,0.7804,0.1267,3.698,-62.8,ok,False
2025-07-14 06:03:25.220522240,BRG-018,NODE-0090,abutment,22.356,148.74,0.495,0.257,14.57,34.46,1.515,1.172,0.0499,3.482,-63.0,ok,False
2025-05-25 05:56:13.177317632,BRG-015,NODE-0098,abutment,21.535,214.5,0.3153,0.226,17.69,66.09,1.879,0.9897,0.0199,3.662,-71.0,ok,False
2024-11-19 02:36:28.298829824,BRG-017,NODE-0062,midspan,23.105,386.46,0.2423,0.032,16.59,20.76,1.122,1.2246,0.0562,3.87,-57.1,ok,False
2024-11-06 23:41:55.571557120,BRG-005,NODE-0032,midspan,10.858,205.55,0.001,0.027,10.58,24.7,1.121,1.1537,0.1119,3.964,-87.1,ok,False
2025-07-04 12:45:13.231323136,BRG-018,NODE-0098,foundation,24.86,437.59,0.1681,0.406,5.19,47.93,0.838,1.1454,0.1404,4.106,-76.9,ok,False
2025-08-24 10:57:21.224122624,BRG-014,NODE-0100,support,18.702,167.11,0.1034,0.066,10.76,40.53,1.958,1.1187,0.1208,3.085,-52.8,ok,False
2024-11-26 02:37:28.784878592,BRG-018,NODE-0085,midspan,17.769,454.87,0.3714,0.061,22.92,34.31,1.87,1.2038,0.1357,3.795,-51.6,ok,False
2025-04-02 14:27:02.322232320,BRG-011,NODE-0027,midspan,13.202,308.23,0.2091,0.091,9.0,19.48,2.156,0.702,0.1475,4.07,-67.9,ok,False
2025-05-21 05:55:38.613861376,BRG-016,NODE-0098,foundation,20.703,112.37,0.4263,0.097,25.89,73.08,1.329,0.8727,0.1398,3.173,-53.5,ok,False
2025-01-31 15:15:51.575157504,BRG-005,NODE-0027,beam,18.913,251.49,0.06,0.557,16.37,61.66,2.168,0.9046,0.153,3.543,-72.6,ok,False
2024-10-08 10:11:16.147614720,BRG-013,NODE-0019,foundation,6.972,399.28,0.0018,0.458,12.24,54.12,2.492,1.2707,0.2212,3.491,-83.1,ok,False
2025-08-07 21:28:34.131413248,BRG-010,NODE-0049,midspan,13.965,552.97,0.3285,0.071,27.7,35.21,2.172,1.1832,0.1105,3.442,-82.0,ok,False
2025-02-02 11:25:43.474347264,BRG-006,NODE-0088,deck,18.897,362.68,0.5626,0.503,18.67,64.49,2.261,0.9275,0.2097,3.557,-55.7,ok,False
2025-06-26 03:08:00.648064768,BRG-008,NODE-0062,abutment,24.387,293.65,0.4244,0.562,5.78,55.05,1.14,1.1163,0.0173,3.321,-81.9,ok,False
2024-09-24 02:28:24.410441216,BRG-002,NODE-0093,deck,25.052,76.7,0.5689,0.52,27.19,60.48,2.291,1.0829,0.1217,4.045,-77.4,ok,False
2024-11-26 06:27:54.167416832,BRG-006,NODE-0072,support,22.717,322.09,0.3906,0.091,24.63,35.16,1.514,1.0635,0.0528,3.082,-79.8,ok,False
2025-02-03 08:33:03.078307840,BRG-003,NODE-0051,foundation,23.335,80.56,0.138,0.532,16.48,62.33,2.394,0.9344,0.1673,3.938,-72.7,ok,False
2025-06-09 04:03:10.099010048,BRG-020,NODE-0065,deck,18.066,534.92,0.3083,0.473,4.26,58.38,1.532,0.9385,0.0588,3.473,-52.3,ok,False
2025-02-09 03:45:53.195319296,BRG-009,NODE-0076,support,12.021,474.43,0.2493,0.597,22.98,57.85,2.549,0.6708,0.2033,3.876,-69.3,ok,False
2025-07-08 14:41:00.486048768,BRG-009,NODE-0050,column,12.127,103.07,0.2963,0.359,18.04,45.08,1.909,1.1883,0.0588,3.169,-62.5,ok,False
2025-04-20 07:46:23.438343680,BRG-004,NODE-0090,support,19.972,133.06,0.0861,0.026,12.38,38.42,2.221,0.8106,0.0752,3.079,-89.4,maintenance_needed,False
2025-01-05 12:19:17.875787520,BRG-010,NODE-0030,foundation,24.209,145.54,0.4827,0.095,3.94,71.76,2.321,0.9958,0.1268,3.203,-59.6,ok,False
2025-02-28 07:39:02.754275328,BRG-007,NODE-0029,deck,12.52,70.31,0.3682,0.356,23.91,46.33,2.468,0.8049,0.1896,3.86,-55.8,ok,False
2025-01-07 11:21:58.811881216,BRG-016,NODE-0013,abutment,8.628,271.56,0.1937,0.153,8.55,76.32,1.883,1.1934,0.1706,3.442,-56.3,ok,False
2025-02-03 18:09:06.534653440,BRG-016,NODE-0054,beam,60.40034779598295,68.9,0.4565,0.567,21.97,63.53,2.563,1.0263,0.1486,4.019,-68.8,ok,True
2025-08-25 11:55:06.210621184,BRG-004,NODE-0041,midspan,5.325,48.57,0.2373,0.061,7.42,47.24,2.49,0.9956,0.0615,3.261,-55.2,ok,False
2024-10-12 11:09:27.056705792,BRG-006,NODE-0009,foundation,20.292,124.81,0.0407,0.383,3.78,50.74,1.926,1.2404,0.051,3.908,-83.8,ok,False
2025-05-03 04:55:26.732673280,BRG-019,NODE-0052,foundation,18.256,529.09,0.5006,0.088,21.19,52.42,2.007,1.0433,0.0239,3.4,-61.3,ok,False
2024-12-27 09:25:11.071107072,BRG-006,NODE-0043,column,13.79,198.78,0.2075,0.066,14.8,57.71,1.751,1.1378,0.1556,3.352,-80.9,ok,False
2024-09-13 21:38:56.273627392,BRG-012,NODE-0070,column,6.02,450.37,0.1893,0.484,23.21,68.81,1.922,1.075,0.0338,3.088,-78.4,ok,False
2025-04-13 06:47:46.606660608,BRG-018,NODE-0008,foundation,17.897,423.67,0.1801,0.072,5.69,43.87,1.866,0.8652,0.0451,3.169,-68.3,ok,False
2025-07-17 18:32:43.636363776,BRG-018,NODE-0046,support,24.992,309.8,0.3032,0.179,23.84,40.05,1.283,1.304,0.1153,3.72,-77.5,ok,False
2025-09-05 05:13:26.840684288,BRG-017,NODE-0033,foundation,23.391,146.76,0.3648,0.038,1.98,42.32,1.892,1.102,0.1785,3.027,-63.3,ok,False
2024-08-28 08:10:09.180918016,BRG-002,NODE-0029,midspan,12.973,517.16,0.3011,0.133,20.44,74.21,2.51,0.9567,0.1692,3.145,-57.1,ok,False
2025-05-18 18:24:05.184518400,BRG-007,NODE-0007,midspan,20.368,242.78,0.3878,0.088,22.48,68.83,1.902,0.9166,0.1658,3.732,-58.2,ok,False
2024-10-23 23:39:54.599459840,BRG-012,NODE-0085,column,5.864,267.25,0.69,0.171,2.86,28.74,1.81,0.9009,0.1239,4.04,-74.1,ok,False
2025-08-11 04:12:14.473447424,BRG-003,NODE-0098,foundation,20.866,468.34,0.6394,0.084,17.21,28.52,2.574,1.1969,0.0939,3.854,-84.3,ok,False
2024-08-29 06:15:05.130512896,BRG-010,NODE-0095,foundation,25.119,263.04,0.3672,0.194,13.97,69.89,2.257,1.1525,0.0234,3.677,-57.5,ok,False
2025-07-02 04:06:28.838883840,BRG-005,NODE-0065,column,15.03,167.91,0.1963,0.46,11.64,52.98,1.541,1.0055,0.0696,4.157,-89.8,ok,False
2025-05-12 04:56:44.500450048,BRG-004,NODE-0100,column,10.279,379.82,0.0127,0.057,25.77,62.39,1.836,0.971,0.195,3.214,-57.9,ok,False
2024-08-25 19:40:59.405940480,BRG-014,NODE-0043,abutment,24.657,501.15,0.5247,0.092,18.82,68.03,2.197,0.986,0.1323,3.643,-53.8,ok,False
2025-07-06 00:16:38.019802112,BRG-011,NODE-0092,foundation,7.698,176.59,0.2523,0.464,11.89,52.66,1.323,1.1791,0.12,3.634,-61.2,ok,False
2025-05-24 17:27:20.684068352,BRG-013,NODE-0030,midspan,16.141,508.63,0.4229,0.157,20.85,73.18,1.844,1.0839,0.1442,3.257,-61.7,ok,False
2025-03-29 08:40:49.684968448,BRG-003,NODE-0008,support,24.814,500.22,0.3446,0.024,8.21,36.6,2.324,0.8164,0.0913,3.871,-75.4,ok,False
2024-10-06 05:22:57.137713664,BRG-001,NODE-0075,column,23.001,122.68,0.2283,0.539,15.17,54.25,1.721,1.2757,0.0531,3.385,-72.6,ok,False
2024-10-17 09:14:57.569756928,BRG-004,NODE-0081,column,19.933,43.18,0.1078,0.319,8.78,45.24,1.654,1.3359,0.21,3.969,-87.0,ok,False
2025-03-02 09:34:32.727272704,BRG-003,NODE-0033,beam,5.919,98.96,0.1996,0.255,20.43,45.73,2.324,0.7115,0.096,3.992,-61.5,ok,False
2025-04-21 17:22:35.535553536,BRG-013,NODE-0003,deck,7.456,141.27,0.5146,0.099,14.77,49.5,1.625,0.9828,0.175,3.642,-72.4,ok,False
2025-04-23 02:01:11.287128576,BRG-014,NODE-0071,beam,9.508,200.43,0.5617,0.06,17.73,47.51,2.122,0.8684,0.0296,4.034,-67.3,ok,False
2025-01-24 04:41:11.287128576,BRG-001,NODE-0047,deck,13.497,517.44,0.3119,0.477,8.04,60.98,2.259,0.7873,0.0918,3.435,-74.1,ok,False
2025-07-28 08:58:15.229522944,BRG-018,NODE-0087,column,7.331,414.88,0.0972,0.065,23.99,30.15,2.314,1.2349,0.1699,3.154,-72.8,ok,False
2025-03-23 06:44:45.148514816,BRG-011,NODE-0061,support,17.497,196.41,0.2513,0.012,9.72,26.95,10.389293168144144,0.8143,0.1213,4.138,-65.4,ok,True
2025-05-27 09:46:55.841584128,BRG-019,NODE-0076,beam,18.311,126.93,0.3632,0.216,19.48,64.08,1.508,1.0636,0.0726,3.448,-85.3,ok,False
2025-03-24 21:08:58.973897472,BRG-015,NODE-0006,beam,14.225,453.84,0.1373,0.07,9.8,28.99,2.17,0.7605,0.2217,3.043,-67.3,ok,False
2024-08-25 17:45:46.714671360,BRG-018,NODE-0045,deck,12.714,357.31,0.564,0.089,13.01,69.1,2.008,1.2186,0.1155,4.013,-80.8,ok,False
2025-04-08 11:35:05.130512896,BRG-006,NODE-0063,beam,10.648,146.04,0.0646,0.097,3.16,45.5,2.29,0.8832,0.0242,3.396,-81.2,ok,False
